D506023119386328,盗窃,其他,邹珍乐被盗刷案,6550,事主发现,2021-09-17 16:00:00,2021-09-17 16:20:00,A市C区,2021-09-17 20:09:49,2021-09-17 17:39:11
D506023119384925,盗窃,盗窃电动车,邹泽一被盗窃案,3100,事主发现,2021-01-26 12:00:00,2021-01-26 15:30:00,A市D区,2021-01-27 10:34:21,2021-01-26 16:52:57
D506023119384852,盗窃,其他,邹悦滢被盗窃案,4000,110报警,2021-08-11 23:30:00,2021-08-12 01:00:00,A市D区,2021-08-14 14:19:46,2021-08-14 09:46:42
D506023119385799,盗窃,盗窃电动车,邹颖艺被盗案,1900,事主发现,2021-04-16 17:00:00,2021-04-19 08:00:00,A市D区,2021-04-20 00:49:03,2021-04-19 11:58:44
D506023119386461,盗窃,盗窃居民小区车辆,邹依华涉嫌盗窃案,4056,事主发现,2021-10-01 16:00:00,2021-10-01 18:59:10,A市D区,2021-10-01 21:58:16,2021-10-01 18:59:10
D506023119385465,盗窃,其他,邹瑶被盗窃案,1000,事主发现,2021-02-20 17:50:00,2021-02-21 17:30:00,A市D区,2021-02-30 14:25:33,2021-02-30 14:18:19
D506023119384895,盗窃,盗窃电动车,邹娅被盗案,3100,事主发现,2021-01-18 18:30:00,2021-01-18 19:00:00,A市B区,2021-01-19 09:22:26,2021-01-18 19:29:33
D506023119384748,盗窃,单位室内盗窃,邹希莲被盗窃案,1530,事主发现,2021-05-09 00:00:00,2021-05-09 08:00:00,A市B区,2021-05-09 16:39:26,2021-05-09 12:30:07
D506023119385726,盗窃,其他,邹纨航被盗案,3550,事主发现,2021-03-17 16:00:00,2021-03-17 16:20:00,A市C区,2021-03-17 20:09:49,2021-03-17 17:39:11
D506023119386469,盗窃,盗窃居民小区车辆,邹舒被盗案,3600,事主发现,2021-10-25 22:00:00,2021-10-26 06:30:00,A市D区,2021-10-26 22:15:21,2021-10-26 09:32:08
D506023119386389,盗窃,盗窃电动车,邹时澜被盗案,1700,事主发现,2021-10-06 08:10:00,2021-10-08 23:00:00,A市C区,2021-10-09 22:29:14,2021-10-09 09:03:02
D506023119386142,盗窃,盗窃电动车,邹莎柔被盗窃案,3100,事主发现,2021-09-10 22:00:00,2021-09-11 12:00:00,A市D区,2021-09-11 16:03:24,2021-09-11 14:20:41
D506023119386491,盗窃,居民室内盗窃,邹荣被盗案,12886,事主发现,2021-10-08 02:00:00,2021-10-08 06:00:00,A市B区,2021-10-08 09:24:49,2021-10-08 06:41:29
D506023119386100,盗窃,盗窃电动车,邹青被盗案,3500,事主发现,2021-09-16 17:00:00,2021-09-19 08:00:00,A市D区,2021-09-20 00:49:03,2021-09-19 11:58:44
D506023119386039,盗窃,其他,邹谦月被盗案,6400,事主发现,2021-04-01 18:00:00,2021-04-25 10:00:00,A市C区,2021-04-26 10:35:19,2021-04-25 10:33:22
D506023119386541,盗窃,居民室内盗窃,邹淇被盗窃案,6600,事主发现,2021-10-27 02:00:00,2021-10-27 08:30:00,A市B区,2021-10-27 17:42:20,2021-10-27 09:15:00
D506023119386031,盗窃,其他,邹梦枫被盗窃案,5400,事主发现,2021-04-18 23:00:00,2021-04-19 02:00:00,A市B区,2021-04-19 08:12:18,2021-04-19 02:22:22
D506023119386530,盗窃,居民室内盗窃,邹玲妹被盗案,5600,事主发现,2021-10-21 04:00:00,2021-10-21 13:00:00,A市C区,2021-10-21 17:29:48,2021-10-21 13:47:22
D506023119386166,盗窃,盗窃浴室更衣柜财物,邹琳纨被盗案,10500,事主发现,2021-09-19 18:00:00,2021-09-20 10:00:00,A市B区,2021-09-20 13:56:00,2021-09-20 11:22:26
D506023119385245,盗窃,盗窃其他场所车辆,邹莉一被盗窃案,3400,事主发现,2021-02-22 18:00:00,2021-02-24 05:00:00,A市D区,2021-02-26 10:51:12,2021-02-26 10:35:15
D506023119385144,盗窃,其他,朱云宇被盗案,2100,事主发现,2021-01-27 20:40:00,2021-01-27 21:10:00,A市D区,2021-01-28 09:06:45,2021-01-27 22:21:49
D506023119384637,盗窃,盗窃街面车辆,朱毓莉被盗窃摩托车案,4500,事主发现,2021-06-10 22:00:00,2021-06-11 12:00:00,A市D区,2021-06-11 16:03:24,2021-06-11 14:20:41
D506023119386065,盗窃,其他,朱玉盗窃案,1900,事主发现,2021-04-01 12:00:00,2021-04-10 12:00:00,A市D区,2021-04-26 22:10:36,2021-04-26 14:48:30
D506023119384626,盗窃,盗窃电动车,朱羽梦被盗案,3000,事主发现,2021-06-09 14:00:00,2021-06-10 11:00:00,A市C区,2021-06-10 22:31:40,2021-06-10 12:22:16
D506023119386244,盗窃,居民室内盗窃,朱瑛被盗案,1000,事主发现,2021-09-28 07:20:00,2021-09-28 22:00:00,A市B区,2021-09-29 08:59:33,2021-09-28 22:11:57
D506023119386383,盗窃,其他,朱怡行被盗窃案,3500,事主发现,2021-10-05 09:40:00,2021-10-05 11:30:00,A市D区,2021-10-05 23:16:16,2021-10-05 12:30:53
D506023119385486,盗窃,盗窃电动车,朱仪清被盗案,2300,事主发现,2021-03-06 08:10:00,2021-03-08 23:00:00,A市C区,2021-03-09 22:29:14,2021-03-09 09:03:02
D506023119384942,盗窃,盗窃居民小区车辆,朱妍洁被盗窃案,19600,事主发现,2021-01-25 22:00:00,2021-01-26 06:30:00,A市D区,2021-01-26 22:15:21,2021-01-26 09:32:08
D506023119384586,盗窃,盗窃电动车,朱言珍被盗窃案,2100,事主发现,2021-06-13 03:00:00,2021-06-13 06:00:00,A市B区,2021-06-13 09:19:54,2021-06-13 07:42:37
D506023119386659,盗窃,盗窃汽车内物品,朱婉被盗案,2000,事主发现,2021-10-14 14:30:00,2021-10-14 15:00:00,A市B区,2021-10-17 18:49:20,2021-10-17 09:00:40
D506023119385428,盗窃,其他,朱腾被盗窃案,3881,事主发现,2021-02-18 18:00:00,2021-02-18 18:10:00,A市C区,2021-02-19 03:59:08,2021-02-18 18:23:30
D506023119385935,盗窃,盗窃路边店,朱茹莹被盗案,2400,事主发现,2021-04-24 23:00:00,2021-04-25 07:00:00,A市B区,2021-04-25 19:52:53,2021-04-25 12:38:48
D506023119385287,盗窃,居民室内盗窃,朱融亮被盗窃案,800,事主发现,2021-02-08 02:00:00,2021-02-08 06:00:00,A市B区,2021-02-08 09:24:49,2021-02-08 06:41:29
D506023119384934,盗窃,盗窃电动车,朱琴被盗窃案,2700,事主发现,2021-01-06 20:00:00,2021-01-07 09:00:00,A市B区,2021-01-07 21:01:53,2021-01-07 17:33:55
D506023119385691,盗窃,盗窃汽车内物品,朱启被盗窃案,4400,事主发现,2021-03-09 15:20:08,2021-03-09 15:40:15,A市D区,2021-03-09 21:12:31,2021-03-09 15:40:44
D506023119384630,盗窃,盗窃电动车,朱萍被盗窃案,2700,事主发现,2021-06-08 08:00:00,2021-06-08 10:00:00,A市D区,2021-06-28 23:06:57,2021-06-28 14:57:25
D506023119386295,盗窃,盗窃汽车内物品,朱眉可被盗窃案,4600,事主发现,2021-09-09 19:10:00,2021-09-09 21:30:00,A市D区,2021-09-10 01:33:26,2021-09-09 22:13:09
D506023119385506,盗窃,盗窃电动车,朱伦被盗窃案,4100,事主发现,2021-03-21 17:00:00,2021-03-22 08:00:00,A市D区,2021-03-22 12:38:57,2021-03-22 08:09:05
D506023119384903,盗窃,盗窃电动车,朱克被盗窃案,3100,事主发现,2021-01-22 05:15:00,2021-01-22 06:10:00,A市B区,2021-01-22 08:27:18,2021-01-22 06:25:34
D506023119385563,盗窃,盗窃居民小区车辆,朱君荔被盗案,3300,事主发现,2021-03-15 11:20:00,2021-03-15 11:25:00,A市D区,2021-03-16 00:00:26,2021-03-15 11:49:19
D506023119384767,盗窃,其他,朱娟晓被盗窃案,5499,事主发现,2021-08-06 09:30:00,2021-08-06 17:30:00,A市C区,2021-08-07 11:21:53,2021-08-06 18:28:06
D506023119384641,盗窃,盗窃其他场所车辆,朱娟被盗窃案,3200,事主发现,2021-06-25 22:00:00,2021-06-26 06:30:00,A市D区,2021-06-26 22:15:21,2021-06-26 09:32:08
D506023119386316,盗窃,其他,朱华克被盗窃案,6588,事主发现,2021-09-14 08:00:00,2021-09-14 19:50:00,A市D区,2021-09-15 05:51:37,2021-09-14 20:26:14
D506023119385135,盗窃,盗窃浴室更衣柜财物,朱华被盗案,2100,事主发现,2021-01-25 06:30:00,2021-01-25 07:05:00,A市B区,2021-01-25 09:20:47,2021-01-25 07:26:39
D506023119386046,盗窃,盗窃空调外机,朱弘倩被盗窃案,4400,事主发现,2021-04-26 21:30:00,2021-04-27 05:00:00,A市D区,2021-04-27 21:23:10,2021-04-27 10:04:15
D506023119386535,盗窃,居民室内盗窃,朱固珍被盗窃案,8900,事主发现,2021-10-24 16:45:00,2021-10-24 19:30:00,A市B区,2021-10-24 23:35:09,2021-10-24 19:36:02
D506023119384975,盗窃,居民室内盗窃,朱淳露被盗案,5450,事主发现,2021-01-03 19:00:00,2021-01-04 08:00:00,A市B区,2021-01-04 13:56:48,2021-01-04 11:42:03
D506023119384726,盗窃,居民室内盗窃,周珠枝被盗案,1000,事主发现,2021-05-21 22:30:00,2021-05-22 06:00:00,A市B区,2021-05-22 08:57:48,2021-05-22 07:13:48
D506023119386370,盗窃,其他,周珍被盗窃案,1500,事主发现,2021-09-02 12:00:00,2021-09-02 12:10:00,A市C区,2021-09-02 23:07:49,2021-09-02 16:00:00
D506023119386548,盗窃,居民室内盗窃,周韵维被盗窃案,2600,事主发现,2021-10-16 08:00:00,2021-10-16 13:00:00,A市B区,2021-10-16 20:32:47,2021-10-16 14:53:37
